name,U1_index,U2_index,Bridge_atom1,Bridge_atom2,smiles,delta_E,COS2,E_0,E_10,E_20,E_30,E_40,E_50,E_60,E_70,E_80,E_90,E_100,E_110,E_120,E_130,E_140,E_150,E_160,E_170,E_180,dihes_1,dihes_2,dihes_3,dihes_4,ori_ang,new_name,new_cos2
90,0,80,2,3,[H]c1nc(N=N[H])c([H])nc1[H],3.67089255,0.823353109,0.08785042,0.05020024,0,0.03765018,0.29492641,0.83457899,1.60640768,2.45981176,3.2002653,3.64579243,3.67089255,3.28184069,2.61041248,1.89505906,1.3177563,0.97262965,0.85340408,0.85967911,0.8785042,2,3,4,11,-180,89,0.823353109
160,0,143,2,3,[H]c1nc(-c2sc3c(-c4c([H])c([H])c(C([H])([H])[H])c([H])c4[H])c4c([H])c([H])sc4c(-c4c([H])c([H])c(C([H])([H])[H])c([H])c4[H])c3c2[H])c([H])nc1[H],6.48838102,0.935282643,2.11468511,0.86595414,1.15460552,1.67543301,2.43471164,3.39479123,4.47409639,5.51575137,6.27503,6.48838102,6.09305413,5.23965005,4.12896974,2.9492641,1.87623397,1.02282989,0.4392521,0.11295054,0,2,3,4,35,-180,157,0.935282643
157,0,140,2,3,[H]c1nc(-c2sc3c(-c4sc(C([H])([H])[H])c(F)c4[H])c4c([H])c([H])sc4c(-c4sc(C([H])([H])[H])c(F)c4[H])c3c2[H])c([H])nc1[H],6.62643168,0.942421835,0,0.11922557,0.45807719,1.06048007,1.92643421,3.01828943,4.21682016,5.34632556,6.21855473,6.62643168,6.43190575,5.70400227,4.68744741,3.62696734,2.66688775,1.90133409,1.36795654,1.05420504,0.94752953,2,3,4,31,-180,0,0.942421835
91,0,81,2,3,[H]c1nc(-c2c([H])c(OC([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])c([H])nc1[H],6.99665845,0.816471388,0.26355126,0.16315078,0,0.01255006,0.34512665,1.01655486,1.93898427,2.92416398,3.72736782,4.11641968,4.08504453,3.78384309,3.43244141,3.24419051,3.40106626,4.0160192,5.05767418,6.28758006,6.99665845,2,3,4,12,-180,90,0.816471388
71,0,60,2,3,[H]c1nc(-c2sc3c(c2[H])C(c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])(c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c2c([H])c4c(c([H])c2-3)C(c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])(c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c2c-4sc([H])c2[H])c([H])nc1[H],7.39198534,0.945214415,1.09813025,1.18598067,1.49345714,2.04565978,2.85513865,3.8905186,5.06394921,6.23737982,7.12843408,7.39198534,6.902533,5.87342808,4.56822184,3.23164045,2.03938475,1.11068031,0.47062725,0.11295054,0,2,3,4,8,-180,70,0.945214415
24,0,18,2,3,[H]c1nc(-c2sc3c(c2[H])C(C#N)(C#N)c2c-3sc([H])c2[H])c([H])nc1[H],7.41081043,0.946675914,1.56248247,1.65033289,1.95153433,2.48491188,3.25674057,4.24819531,5.36515065,6.45073084,7.23510959,7.41081043,6.88370791,5.85460299,4.56822184,3.25046554,2.0707599,1.13578043,0.48945234,0.11922557,0,2,3,4,8,-180,24,0.946675914
27,0,21,2,3,[H]c1nc(-c2nc3c(c([H])c2[H])/C(=C2\C(=O)N(C([H])([H])[H])c4nc([H])c([H])c([H])c42)C(=O)N3C([H])([H])[H])c([H])nc1[H],8.157539,0.953978321,0,0.14432569,0.57102773,1.29893121,2.32803613,3.62069231,5.08904933,6.5260312,7.64926157,8.157539,8.01321331,7.41081043,6.62015665,5.88597814,5.39025077,5.22709999,5.37142568,5.65380203,5.80440275,2,3,4,9,-180,27,0.953978321
28,0,22,2,3,[H]c1nc(-c2nc([H])c3c(c2[H])N(C([H])([H])[H])C(=O)/C3=C2/C(=O)N(C([H])([H])[H])c3c([H])c([H])nc([H])c32)c([H])nc1[H],9.13016865,0.959848305,0,0.16315078,0.65887815,1.47463205,2.62296254,4.04739435,5.647527,7.22255953,8.4712905,9.12389362,9.13016865,8.67836649,8.02576337,7.41708546,7.04058366,6.99038342,7.24138462,7.61788642,7.81868738,2,3,4,9,-180,28,0.959848305
243,1,24,2,3,[H]c1nc(-c2c([H])c([H])c3c(c2[H])N(C([H])([H])[H])C(=O)/C3=C2/C(=O)Oc3c([H])c4c(c([H])c32)OC(=O)/C4=C2/C(=O)N(C([H])([H])[H])c3c([H])c([H])c([H])c([H])c32)c([H])c([H])c1[H],5.75420251,0.889184035,1.15460552,1.11068031,1.07930516,1.255006,1.7570084,2.59158739,3.6395174,4.7062725,5.50947634,5.75420251,5.3337755,4.36742088,3.137515,1.91388415,0.92870444,0.30120144,0.03137515,0,0.01882509,39,2,3,4,-180,282,0.889184035
239,1,22,2,3,[H]c1nc(-c2nc([H])c3c(c2[H])N(C([H])([H])[H])C(=O)/C3=C2/C(=O)N(C([H])([H])[H])c3c([H])c([H])nc([H])c32)c([H])c([H])c1[H],10.040048,0.964147265,0,0.1882509,0.73417851,1.64405786,2.89278883,4.43017118,6.14325437,7.81868738,9.17409386,9.93337249,10.040048,9.67609626,9.08624344,8.51521571,8.17008906,8.14498894,8.4085402,8.785042,8.96074284,25,2,3,8,-180,278,0.964147265
1539,5,123,2,3,[H]c1nc(-c2sc3c(c2[H])c([H])c([H])c2c([H])c([H])sc23)sc1[H],6.16207946,0.93997635,0,0.11295054,0.46435222,1.04793001,1.85113385,2.83631356,3.91561872,4.96354873,5.77930263,6.16207946,6.00520371,5.3965258,4.5180216,3.5767671,2.71708799,2.05193481,1.60640768,1.36168151,1.29265618,1,2,3,7,-180,1810,0.93997635
1960,6,152,1,2,[H]c1c(-c2sc([H])nc2C([H])([H])[H])sc([H])c1F,1.21108079,0.636269899,0.23845114,0.23217611,0.20707599,0.21335102,0.27610132,0.43297707,0.67142821,0.93497947,1.14205546,1.21108079,1.08558019,0.80320384,0.45180216,0.15060072,0,0.05020024,0.30120144,0.65260312,0.84085402,0,1,2,6,-180,2305,0.636269899
4756,21,99,14,15,[H]c1c([H])nc2c(c1[H])/C(=C1\C(=O)N(C([H])([H])[H])c3nc(-c4sc5c(c4[H])c(=O)n(C([H])([H])[H])c(=O)c4c([H])c6c(c([H])c45)c(=O)n(C([H])([H])[H])c(=O)c4c([H])c([H])sc46)c([H])c([H])c31)C(=O)N2C([H])([H])[H],7.79986229,0.950461117,1.58130756,1.66288295,1.97035942,2.53511212,3.35714105,4.41134609,5.60987682,6.77075737,7.61161139,7.79986229,7.24765965,6.18717958,4.84432316,3.46381656,2.22136062,1.22990588,0.53337755,0.13177563,0,43,14,15,19,-180,5808,0.950461117
9474,50,91,1,2,[H]c1c(-c2c3c(c([H])c4nn(C([H])([H])[H])nc24)N=S=N3)[se]c([H])c1C([H])([H])[H],8.02576337,0.969631448,0.35140168,0.58985282,1.255006,2.21508559,3.30694081,4.46782136,5.647527,6.77075737,7.68691175,8.02576337,7.61161139,6.74565725,5.647527,4.40507106,3.11868991,1.90760912,0.90360432,0.23217611,0,0,1,2,11,-180,11648,0.969631448
9704,51,112,3,4,[H]c1c([H])[se]c(-c2nnc([H])s2)c1[H],6.29385509,0.944305656,0,0.13177563,0.52710252,1.16715558,2.02055966,3.04338955,4.15406986,5.21454993,6.01147874,6.29385509,5.98010359,5.25220011,4.35487082,3.46381656,2.6982629,2.12096014,1.75073337,1.55620744,1.49973217,9,3,4,5,-180,11958,0.944305656
10438,57,123,8,9,[H]c1c([H])sc2c1sc1c([H])c(-c3sc4c(c3[H])c([H])c([H])c3c([H])c([H])sc34)sc12,3.48891668,0.839081151,0.01882509,0,0.01255006,0.17570084,0.55847767,1.15460552,1.90133409,2.67943781,3.2630156,3.48891668,3.29439075,2.79866338,2.17116038,1.58130756,1.16715558,0.99145474,1.05420504,1.26128103,1.38678163,7,8,9,13,-180,12932,0.839081151
10634,59,88,20,21,[H]c1c([H])sc2c1C(C([H])([H])[H])(C([H])([H])[H])c1c([H])c3c(c([H])c1-2)C(C([H])([H])[H])(C([H])([H])[H])c1c-3sc(-c2sc3c(c2[H])[Si](C([H])([H])[H])(C([H])([H])[H])c2c-3sc([H])c2[H])c1[H],3.55794201,0.844945688,0.01255006,0,0.02510012,0.1882509,0.57102773,1.17343061,1.92643421,2.6982629,3.30694081,3.55794201,3.3885162,2.90533889,2.2590108,1.63778283,1.16715558,0.91615438,0.89732929,1.02282989,1.11695534,34,20,21,25,-180,13208,0.844945688
13786,90,136,5,6,[H]C1=C([H])C(C([H])([H])[H])(C([H])([H])[H])C(C2=C([H])/C(=C3\C(=O)N(C([H])([H])[H])C([H])=C3[H])C(=O)N2C([H])([H])[H])=C1[H],8.2830396,0.93201344,0,0.08157539,0.40160192,0.9412545,1.58758259,2.34058619,3.15634009,3.96581896,4.61214705,5.00747394,5.18317478,5.22082496,5.23337502,5.32122544,5.53457646,5.86087802,6.27503,7.10333396,8.2830396,20,5,6,7,-180,17598,0.93201344
14004,93,99,0,4,[H]C(=C([H])C#N)c1sc2c(c1[H])c(=O)n(C([H])([H])[H])c(=O)c1c([H])c3c(c([H])c12)c(=O)n(C([H])([H])[H])c(=O)c1c([H])c([H])sc13,7.0907839,0.950814579,0,0.16315078,0.61495294,1.36168151,2.37196134,3.60814225,4.9572737,6.20600467,7.00920851,7.0907839,6.53230623,5.59732676,4.5180216,3.47009159,2.59158739,1.95153433,1.54365738,1.34285642,1.29265618,1,0,4,8,-180,17938,0.950814579
14460,97,131,5,6,[H]c1c([H])nc2sc(-c3c(C#N)c(OC([H])([H])[H])c([H])c(C#N)c3OC([H])([H])[H])c([H])c2c1[H],5.99892868,0.549612119,2.3217611,1.49345714,0.65260312,0.13805066,0,0.1882509,0.60867791,1.10440528,1.56248247,1.9452593,2.29038595,2.62923757,2.97436422,3.35714105,3.8905186,4.64979723,5.51575137,5.99892868,5.41535089,20,5,6,17,-180,18590,0.549612119
12372,104,76,9,10,[H]c1c([H])sc2c3c4c(c5c([H])c(-c6sc([H])c7c6C(=O)N(C([H])([H])[H])C7=O)sc5c5c4c(c12)C(=O)N(C([H])([H])[H])C5=O)C(=O)N(C([H])([H])[H])C3=O,4.49292148,0.909506249,0.10667551,0.16942581,0.38277683,0.77182869,1.3177563,1.98918451,2.74846314,3.52656686,4.17289495,4.49292148,4.31722064,3.71481776,2.86141368,1.95153433,1.16715558,0.58985282,0.23845114,0.05647527,0,8,9,10,14,-180,15586,0.909506249
15001,104,129,9,10,[H]c1c([H])sc2c3c4c(c5c([H])c(-c6sc7c(c6[H])c6c([H])c8c(=O)n(C([H])([H])[H])c(=O)c9c([H])c%10c%11sc([H])c([H])c%11c%11c([H])c%12c(=O)n(C([H])([H])[H])c(=O)c%13c([H])c7c7c6c(c98)c%10c%11c7c%13%12)sc5c5c4c(c12)C(=O)N(C([H])([H])[H])C5=O)C(=O)N(C([H])([H])[H])C3=O,4.88824837,0.896443905,0,0.03765018,0.1882509,0.52082749,1.10440528,1.91388415,2.89906386,3.88424357,4.63097214,4.88824837,4.61214705,3.9532689,3.11868991,2.30921104,1.68170804,1.29893121,1.16715558,1.19853073,1.24245594,8,9,10,14,-180,19453,0.896443905
5796,113,27,5,6,[H]c1nc2c([H])sc(-c3nc4c(=O)n(C([H])([H])[H])c(=O)c5c([H])c([H])sc5c4s3)c2nc1[H],9.7262965,0.970857832,0,0.23217611,0.90987935,1.97035942,3.30694081,4.78157286,6.27503,7.66181163,8.81641715,9.55059566,9.7262965,9.39371991,8.79759206,8.19518918,7.75593708,7.54258606,7.55513612,7.71201187,7.8437875,22,5,6,7,-180,7081,0.970857832
15763,116,138,20,21,[H]c1c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c1-n1c2c([H])c([H])sc2c2sc(-c3sc([H])c4c(F)c(C(=O)OC([H])([H])[H])sc34)c([H])c21,2.56648727,0.787881318,0.21335102,0.11295054,0,0.03137515,0.28237635,0.74045354,1.33658139,1.93898427,2.39706146,2.56648727,2.39706146,1.95153433,1.37423157,0.79692881,0.34512665,0.10040048,0.09412545,0.26355126,0.36395174,34,20,21,33,-180,20695,0.787881318
3141,119,11,6,7,[H]c1c([H])sc2c3sc(-c4sc([H])c(Cl)c4Cl)c([H])c3c3nsnc3c12,1.8197587,0.725807584,0.08157539,0.04392521,0,0.04392521,0.21962605,0.53337755,0.92870444,1.33658139,1.66915798,1.8197587,1.72563325,1.40560672,0.96007959,0.53337755,0.27610132,0.24472617,0.4392521,0.74672857,0.91615438,14,6,7,12,-180,3803,0.725807584
9844,129,52,19,20,[H]c1c([H])sc2c1c1c([H])c3c(=O)n(C([H])([H])[H])c(=O)c4c([H])c5c6sc(-c7sc8c(C([H])([H])[H])c([H])sc8c7C([H])([H])[H])c([H])c6c6c([H])c7c(=O)n(C([H])([H])[H])c(=O)c8c([H])c2c2c1c(c43)c5c6c2c87,1.86995894,0.663497695,0.48945234,0.40787695,0.26355126,0.1882509,0.26982629,0.53965258,0.95380456,1.40560672,1.76328343,1.86995894,1.67543301,1.23618091,0.69652833,0.24472617,0,0.04392521,0.37022677,0.87222917,1.18598067,30,19,20,28,-180,12136,0.663497695
11896,136,71,12,13,[H]C1=C([H])N(C([H])([H])[H])C(=O)/C1=C1/C(=O)N(C([H])([H])[H])C(c2sc3c4c([H])c([H])c([H])c5c4c(c3c2C([H])([H])[H])c2c([H])c([H])c([H])c3c4sc([H])c(C([H])([H])[H])c4c5c32)=C1[H],6.7142821,0.576708174,2.55393721,1.26128103,0.39532689,0,0.00627503,0.32630156,0.84712905,1.43070684,1.95153433,2.21508559,2.00173457,1.45580696,0.99145474,0.86595414,1.1295054,1.8197587,2.99946434,4.64979723,6.7142821,10,12,13,24,-180,14908,0.576708174
16998,141,152,12,13,[H]c1c(F)c(C([H])([H])[H])c(F)c([H])c1-c1c2sc(-c3sc([H])nc3C([H])([H])[H])c([H])c2c(-c2c([H])c(F)c(C([H])([H])[H])c(F)c2[H])c2sc([H])c([H])c12,1.59385762,0.672854941,0.45807719,0.39532689,0.33885162,0.35767671,0.45180216,0.65887815,0.96635462,1.29893121,1.54365738,1.59385762,1.40560672,1.04793001,0.61495294,0.23845114,0.01255006,0,0.19452593,0.49572737,0.67770324,19,12,13,17,-180,22953,0.672854941
13177,141,84,12,13,[H]c1c(F)c(C([H])([H])[H])c(F)c([H])c1-c1c2sc(-c3[se]c4c(c3[H])C(C([H])([H])[H])(C([H])([H])[H])c3c([H])c5c(c([H])c3-4)C(C([H])([H])[H])(C([H])([H])[H])c3c-5[se]c([H])c3[H])c([H])c2c(-c2c([H])c(F)c(C([H])([H])[H])c(F)c2[H])c2sc([H])c([H])c12,4.4552713,0.869468664,0,0.01255006,0.11295054,0.38905186,0.89105426,1.6315078,2.54766218,3.50774177,4.25447034,4.4552713,4.02856926,3.23164045,2.34686122,1.54365738,0.95380456,0.63377803,0.57102773,0.67770324,0.77810372,35,12,13,17,-180,16709,0.869468664
2977,144,10,5,6,[H]c1c(-c2c3sc(-c4sc([H])c([H])c4C#N)c([H])c3c(-c3sc(C([H])([H])[H])c(Cl)c3[H])c3sc([H])c([H])c23)sc(C([H])([H])[H])c1Cl,3.40106626,0.842959154,0.82830396,0.78437875,0.75927863,0.85340408,1.12323037,1.58130756,2.16488535,2.77356326,3.24419051,3.40106626,3.16261512,2.59158739,1.85113385,1.1295054,0.55847767,0.21962605,0.10040048,0.08157539,0,13,5,6,10,-180,3556,0.842959154
16040,144,121,5,6,[H]c1c(-c2c3sc(-c4[se]c5c(c4[H])C(C([H])([H])[H])(C([H])([H])[H])c4c-5[se]c([H])c4[H])c([H])c3c(-c3sc(C([H])([H])[H])c(Cl)c3[H])c3sc([H])c([H])c23)sc(C([H])([H])[H])c1Cl,4.54312172,0.873113458,0,0.02510012,0.13805066,0.42042701,0.9412545,1.6942581,2.62296254,3.59559219,4.35487082,4.54312172,4.09759459,3.28811572,2.3845114,1.5687575,0.96007959,0.61495294,0.53337755,0.627503,0.71535342,19,5,6,10,-180,21172,0.873113458
10581,145,58,13,14,[H]c1c(F)c(OC([H])([H])[H])c(F)c([H])c1-c1c2sc(-c3sc4c(sc5c(C([H])([H])[H])c([H])sc54)c3C([H])([H])[H])c([H])c2c(-c2c([H])c(F)c(OC([H])([H])[H])c(F)c2[H])c2sc([H])c([H])c12,1.9452593,0.653563504,0.74045354,0.62122797,0.42042701,0.30747647,0.36395174,0.627503,1.03537995,1.48718211,1.84485882,1.9452593,1.73190828,1.27383109,0.72790348,0.25727623,0,0.03137515,0.34512665,0.84712905,1.1922557,27,13,14,25,-180,13113,0.653563504
13723,154,89,13,14,[H]c1c([H])c2c3c(c([H])c([H])c([H])c3c1[H])-c1nc3c(-c4c(F)c(F)c([H])c5nsnc45)sc([H])c3nc1-2,7.54886109,0.50635048,7.54886109,5.21454993,3.42616638,2.20253553,1.51228223,1.29893121,1.46835702,1.88878403,2.34058619,2.52883709,2.24646074,1.57503253,0.74672857,0.13177563,0,0.43297707,1.41815678,2.87396374,4.63097214,12,13,14,15,-180,17495,0.50635048
9877,156,52,11,12,[H]c1c([H])c2c3c(c([H])c([H])c([H])c3c1[H])C1=C(c3sc4c(C([H])([H])[H])c([H])sc4c3C([H])([H])[H])C(=O)C([H])=C12,4.82549807,0.571919802,3.8905186,2.03938475,0.77810372,0.11295054,0,0.34512665,1.04165498,1.92643421,2.71081296,2.94298907,2.55393721,1.7570084,0.86595414,0.24472617,0.10040048,0.48945234,1.41188175,2.86141368,4.82549807,10,11,12,20,-180,12169,0.571919802
1867,6,111,1,2,[H]c1c(-c2nc3c([H])c4sc([H])nc4c([H])c3s2)sc([H])c1F,6.72683216,0.943978677,0,0.11922557,0.48945234,1.11068031,1.97663445,3.04966458,4.23564525,5.39025077,6.30640515,6.72683216,6.53230623,5.82322784,4.85687322,3.85286842,2.96808919,2.29038595,1.84485882,1.61268271,1.54365738,0,1,2,3,-179.9999,2216,0.943978246
15422,110,152,4,5,[H]c1c([H])nnc(-c2nc(C([H])([H])[H])c([H])s2)c1[H],9.55059566,0.967855638,7.37316025,7.33551007,7.30413492,7.37316025,7.63671151,8.08223864,8.65326637,9.21801907,9.55059566,9.45019518,8.80386709,7.67436169,6.21855473,4.63724717,3.12496494,1.81348367,0.82202893,0.20707599,0,11,4,5,6,-179.9981,20114,0.967863031
14223,94,158,4,5,O=C1SC2=C(c3nnc([H])nn3)C(=O)SC2=C1[H],4.64979723,0.916907393,0,0.04392521,0.21335102,0.60240288,1.22990588,2.04565978,2.9492641,3.80266818,4.43017118,4.64979723,4.41762112,3.82149327,3.04338955,2.20881056,1.41815678,0.7530036,0.28865138,0.05647527,0,3,4,5,6,-179.9978,18235,0.916906303
187,1,1,2,3,[H]c1nc(-c2c([H])nc([H])c([H])c2[H])c([H])c([H])c1[H],4.88197334,0.856025936,0.8785042,0.80320384,0.70280336,0.79692881,1.19853073,1.92643421,2.88023877,3.87169351,4.63097214,4.88197334,4.49919651,3.61441728,2.50373697,1.43070684,0.60867791,0.13805066,0,0.0627503,0.11922557,9,2,3,4,-179.9958,226,0.856045726
38,0,31,2,3,[H]c1nc(-c2c([H])c([H])c([H])c3nsnc23)c([H])nc1[H],6.20600467,0.90858578,0,0.03765018,0.1882509,0.53337755,1.16088055,2.07703493,3.2002653,4.31722064,5.15807466,5.49065125,5.34005053,4.8945234,4.36114585,3.94699387,3.84031836,4.15406986,4.86942328,5.74165245,6.20600467,2,3,4,5,-179.9943,38,0.90854576
9610,50,152,3,4,[H]c1c([H])[se]c(-c2sc([H])nc2C([H])([H])[H])c1C([H])([H])[H],8.29558966,0.286319618,1.40560672,1.35540648,1.17343061,0.82830396,0.4392521,0.13805066,0,0.02510012,0.1882509,0.43297707,0.62122797,0.53337755,0.36395174,0.45807719,1.02910492,2.13978523,3.77129303,5.86087802,8.29558966,10,3,4,8,-179.9598,11780,0.286137264
148,0,133,2,3,[H]c1nc(-c2sc([H])c(-c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c2[H])c([H])nc1[H],6.56368138,0.936059164,0,0.08157539,0.37022677,0.90987935,1.72563325,2.77983829,3.97209399,5.1455246,6.0867791,6.56368138,6.4005306,5.66007706,4.62469711,3.54539195,2.58531236,1.82603373,1.30520624,1.0040048,0.89732929,2,3,4,5,-179.8155,145,0.93535587
11766,113,70,5,6,[H]c1nc2c([H])sc(-c3c4c([H])c5sc(C([H])([H])[H])c([H])c5c([H])c4c([H])c4c([H])c5sc(C([H])([H])[H])c([H])c5c([H])c34)c2nc1[H],17.05553154,0.09030794,15.61854967,12.14218305,8.41481523,5.25847514,2.98063925,1.47463205,0.60867791,0.1882509,0.03137515,0,0.03137515,0.1882509,0.64005306,1.59385762,3.19399027,5.53457646,8.62816625,12.48103467,17.05553154,28,5,6,7,-179.7787,14740,0.090295808
16181,124,137,15,16,[H]c1c(Cl)c([H])c([H])c2c1/C(=C1\C(=O)N(C([H])([H])[H])c3c([H])c(-c4c(=O)n5c6c([H])c([H])c([H])c([H])c6c6c([H])c(=O)n7c8c([H])c([H])c([H])c([H])c8c4c7c65)c(Cl)c([H])c31)C(=O)N2C([H])([H])[H],15.99505147,0.214351299,15.99505147,10.89972711,7.10333396,4.37369591,2.510012,1.32403133,0.68397827,0.47690228,0.57102773,0.74672857,0.52710252,0.16315078,0,0.20707599,0.84712905,1.96408439,3.61441728,5.8357779,8.66581643,13,15,16,17,-179.7661,21433,0.215790679
17297,163,153,6,7,[H]C([H])([H])C(=O)c1sc2c(-c3sc4c(sc5c4sc4c6sc([H])c(C([H])([H])[H])c6sc45)c3C([H])([H])[H])sc([H])c2c1F,5.57222664,0.418798672,1.16715558,1.04165498,0.77182869,0.52710252,0.40787695,0.45180216,0.627503,0.86595414,1.03537995,1.05420504,0.84712905,0.47062725,0.09412545,0,0.39532689,1.33658139,2.72963805,4.34232076,5.57222664,4,6,7,24,-179.7343,23840,0.419297446
250,1,27,2,3,[H]c1nc(-c2nc3c(=O)n(C([H])([H])[H])c(=O)c4c([H])c([H])sc4c3s2)c([H])c([H])c1[H],10.51067525,0.969730124,8.23283936,8.17636409,8.15126397,8.25793948,8.55286589,9.04231823,9.64472111,10.20947381,10.51067525,10.32869938,9.57569578,8.32696481,6.74565725,5.020024,3.36341608,1.93270924,0.85340408,0.19452593,0,19,2,3,4,-179.6962,289,0.970857943
15580,113,131,5,6,[H]c1nc2c([H])sc(-c3c(C#N)c(OC([H])([H])[H])c([H])c(C#N)c3OC([H])([H])[H])c2nc1[H],12.93283683,0.193900601,12.93283683,9.26194428,4.96354873,2.02055966,0.48945234,0.09412545,0.33885162,0.60867791,0.55220264,0.23845114,0,0.10040048,0.63377803,1.51855726,2.67316278,3.99719411,5.42790095,6.902533,8.36461499,20,4,6,7,-179.637,20392,0.192922549
154,0,138,2,3,[H]c1nc(-c2sc([H])c3c(F)c(C(=O)OC([H])([H])[H])sc23)c([H])nc1[H],7.71201187,0.957692426,0.50827743,0.62122797,0.97262965,1.61895774,2.56021224,3.73991788,5.03884909,6.27503,7.24138462,7.71201187,7.50493588,6.67035689,5.45300107,4.09759459,2.76728823,1.61268271,0.73417851,0.1882509,0,9,2,3,8,-179.5803,151,0.958078455
144,0,130,2,3,[H]c1nc(-c2sc([H])c(C#N)c2C([H])([H])[H])c([H])nc1[H],4.43017118,0.872822697,1.07303013,1.04165498,1.01655486,1.14205546,1.49973217,2.07703493,2.81121344,3.60814225,4.24819531,4.43017118,4.05994441,3.30694081,2.37823637,1.48090708,0.7530036,0.28237635,0.0627503,0.00627503,0,2,3,4,5,-179.3225,141,0.876288409
14700,110,100,4,5,[H]c1c([H])nnc(-c2c(F)c(F)c([H])c(F)c2F)c1[H],3.14379003,0.456396542,3.14379003,2.39706146,1.26128103,0.39532689,0,0.04392521,0.42042701,0.90360432,1.27383109,1.38678163,1.19853073,0.78437875,0.3137515,0,0.05020024,0.5647527,1.48718211,2.58531236,3.14379003,15,4,5,13,-179.2114,18994,0.456362334
236,1,20,5,6,[H]c1nc([H])c([H])c([H])c1-c1c([H])c([H])c2c(c1[H])N(C([H])([H])[H])C(=O)/C2=C1/C(=O)N(C([H])([H])[H])c2c([H])c([H])c([H])c([H])c21,2.77356326,0.625311549,1.76328343,1.26755606,0.51455246,0.03765018,0,0.38905186,1.09185522,1.89505906,2.53511212,2.77356326,2.50373697,1.86368391,1.08558019,0.4392521,0.1255006,0.26355126,0.82202893,1.59385762,1.98918451,2,3,4,5,-179.0487,275,0.623483931
164,0,147,2,3,[H]c1nc(-c2sc3c(-c4c([H])c([H])c([H])c(SC([H])([H])[H])c4[H])c4c([H])c([H])sc4c(-c4c([H])c([H])c([H])c(SC([H])([H])[H])c4[H])c3c2[H])c([H])nc1[H],6.59505653,0.939963577,0,0.08785042,0.40787695,0.99145474,1.85740888,2.9492641,4.15406986,5.29612532,6.17462952,6.59505653,6.41935569,5.69145221,4.67489735,3.60186722,2.64178763,1.86995894,1.33658139,1.02910492,0.92870444,2,3,4,5,-179.0178,161,0.936155327
280,1,39,2,3,[H]c1nc(-c2c(F)c([H])c([H])c3nsnc23)c([H])c([H])c1[H],3.70854273,0.54902435,1.74445834,1.35540648,0.67142821,0.15687575,0,0.23217611,0.74672857,1.35540648,1.8197587,1.98290948,1.83858379,1.48718211,1.07930516,0.80947887,0.87222917,1.36168151,2.24018571,3.24419051,3.70854273,13,2,3,4,-178.9786,317,0.5402785
14151,94,94,4,5,O=C1SC2=C(C3=C4SC(=O)C([H])=C4SC3=O)C(=O)SC2=C1[H],15.54324931,0.419131283,4.58704693,3.17516518,1.65660792,0.60240288,0.06902533,0,0.33257659,0.97262965,1.68798307,2.03938475,1.78210852,1.18598067,0.72790348,0.85340408,1.86995894,3.8905186,6.90880803,10.86207693,15.54324931,15,4,5,13,-178.9047,18165,0.408389534
143,0,130,2,3,[H]c1nc(-c2sc([H])c(C([H])([H])[H])c2C#N)c([H])nc1[H],6.07422904,0.927969865,2.59158739,2.57903733,2.59786242,2.76728823,3.15634009,3.765018,4.54312172,5.35260059,5.94872844,6.07422904,5.63497694,4.75019771,3.63324237,2.50373697,1.53738235,0.8157539,0.34512665,0.08157539,0,2,3,4,5,-178.363,140,0.936740137
138,0,125,2,3,[H]c1nc(N2C(=O)c3c([H])c([H])c4c5c([H])c([H])c6c7c(c([H])c([H])c(c8c([H])c([H])c(c3c48)C2=O)c75)C(=O)N([H])C6=O)c([H])nc1[H],11.11935316,0.113592479,9.73257153,11.11935316,5.50320131,3.60186722,2.05193481,0.98517971,0.38277683,0.11295054,0.01255006,0,0.01255006,0.11295054,0.42042701,1.07930516,2.24646074,4.03484429,6.41308066,8.87916745,10.667551,2,3,4,5,-178.3574,0,0.113918565
233,1,19,2,3,[H]c1nc(-c2c([H])c([H])c3c(c2F)N(C([H])([H])[H])C(=O)/C3=C2/C(=O)N(C([H])([H])[H])c3c(F)c([H])c([H])c([H])c32)c([H])c([H])c1[H],4.36114585,0.86144776,0.10667551,0.04392521,0,0.17570084,0.6902533,1.53110732,2.56648727,3.54539195,4.19799507,4.36114585,4.05994441,3.47009159,2.8237635,2.34686122,2.20881056,2.510012,3.20654033,4.02856926,4.35487082,27,2,3,4,-178.2601,272,0.846084288
1717,6,39,3,4,[H]c1c([H])sc(-c2c([H])c(F)c([H])c3nsnc23)c1F,5.91107826,0.936498908,0,0.1255006,0.47062725,1.04165498,1.80720864,2.70453793,3.63324237,4.48037142,5.09532436,5.31495041,5.00119891,4.24819531,3.41989135,2.90533889,2.89906386,3.41361632,4.3297707,5.40907586,5.91107826,14,3,4,13,-178.2599,2066,0.926598216
